,x,y,start,type,hitsound,end
0,320,192,485,5,0,0
1,448,192,485,1,0,0
2,192,192,1519,1,0,0
3,448,192,3243,1,0,0
4,64,192,4278,1,0,0
5,320,192,6002,1,0,0
6,192,192,7036,1,0,0
7,448,192,8760,1,0,0
8,64,192,9795,1,0,0
9,64,192,11519,1,0,0
10,448,192,11519,1,0,0
11,320,192,11864,1,0,0
12,64,192,12209,1,0,0
13,192,192,12553,1,0,0
14,320,192,12726,1,0,0
15,448,192,12898,1,0,0
16,192,192,13243,1,0,0
17,64,192,13588,1,0,0
18,448,192,13933,1,0,0
19,192,192,14278,1,0,0
20,320,192,14278,1,0,0
21,64,192,14622,1,0,0
22,320,192,14967,1,0,0
23,448,192,15312,1,0,0
24,64,192,15485,1,0,0
25,192,192,15657,1,0,0
26,448,192,16002,1,0,0
27,320,192,16347,1,0,0
28,192,192,16691,1,0,0
29,320,192,17036,1,0,0
30,64,192,17036,1,0,0
31,448,192,17381,1,0,0
32,64,192,17726,1,0,0
33,320,192,18071,1,0,0
34,192,192,18243,1,0,0
35,448,192,18416,1,0,0
36,320,192,18760,1,0,0
37,64,192,19105,1,0,0
38,192,192,19450,1,0,0
39,320,192,19795,1,0,0
40,448,192,19795,1,0,0
41,192,192,20140,1,0,0
42,448,192,20485,1,0,0
43,64,192,20829,1,0,0
44,192,192,21002,1,0,0
45,320,192,21174,1,0,0
46,64,192,21519,1,0,0
47,448,192,21864,1,0,0
48,320,192,22209,1,0,0
49,64,192,22553,1,0,0
50,448,192,22553,1,0,0
51,192,192,22898,128,0,23243
52,320,192,23243,128,0,23588
53,64,192,23588,1,0,0
54,448,192,23760,1,0,0
55,320,192,23933,1,0,0
56,192,192,24278,128,0,24622
57,64,192,24622,128,0,24967
58,448,192,24967,1,0,0
59,64,192,25312,1,0,0
60,320,192,25312,1,0,0
61,192,192,25657,128,0,26002
62,448,192,26002,128,0,26347
63,64,192,26347,1,0,0
64,320,192,26519,1,0,0
65,448,192,26691,1,0,0
66,192,192,27036,128,0,27381
67,64,192,27381,128,0,27726
68,320,192,27726,1,0,0
69,64,192,28071,1,0,0
70,448,192,28071,1,0,0
71,192,192,28416,128,0,28760
72,448,192,28760,128,0,29105
73,320,192,29105,1,0,0
74,64,192,29278,1,0,0
75,192,192,29450,1,0,0
76,320,192,29795,128,0,30140
77,64,192,30140,128,0,30485
78,192,192,30485,1,0,0
79,320,192,30829,1,0,0
80,448,192,30829,1,0,0
81,192,192,31174,128,0,31519
82,448,192,31519,128,0,31864
83,64,192,31864,1,0,0
84,320,192,32036,1,0,0
85,448,192,32209,1,0,0
86,192,192,32553,128,0,32898
87,64,192,32898,128,0,33243
88,448,192,33243,1,0,0
89,320,192,33588,1,0,0
90,192,192,34622,1,0,0
91,448,192,36347,1,0,0
92,64,192,37381,1,0,0
93,320,192,39105,1,0,0
94,192,192,40140,1,0,0
95,64,192,41864,1,0,0
96,448,192,42898,1,0,0
97,64,192,44622,1,0,0
98,448,192,44622,1,0,0
99,192,192,44967,1,0,0
100,320,192,45312,1,0,0
101,64,192,45657,1,0,0
102,192,192,46002,1,0,0
103,320,192,46347,1,0,0
104,64,192,46519,1,0,0
105,448,192,46691,128,0,47036
106,64,192,47381,1,0,0
107,192,192,47381,1,0,0
108,320,192,47726,1,0,0
109,448,192,48071,1,0,0
110,192,192,48416,1,0,0
111,448,192,48760,1,0,0
112,64,192,49105,1,0,0
113,192,192,49278,1,0,0
114,320,192,49450,128,0,49795
115,192,192,50140,1,0,0
116,448,192,50140,1,0,0
117,64,192,50485,1,0,0
118,320,192,50829,1,0,0
119,192,192,51174,1,0,0
120,448,192,51519,1,0,0
121,320,192,51864,1,0,0
122,448,192,52036,1,0,0
123,192,192,52209,128,0,52553
124,64,192,52898,1,0,0
125,192,192,52898,1,0,0
126,448,192,53243,1,0,0
127,320,192,53588,1,0,0
128,64,192,53933,1,0,0
129,448,192,54278,1,0,0
130,320,192,54622,1,0,0
131,192,192,54795,1,0,0
132,64,192,54967,128,0,55312
133,320,192,55657,1,0,0
134,448,192,55657,1,0,0
135,192,192,56002,1,0,0
136,64,192,56347,1,0,0
137,448,192,56691,1,0,0
138,320,192,57036,1,0,0
139,448,192,57381,1,0,0
140,64,192,57553,1,0,0
141,192,192,57726,1,0,0
142,320,192,58071,1,0,0
143,64,192,58416,1,0,0
144,192,192,58416,1,0,0
145,448,192,58760,1,0,0
146,64,192,59105,1,0,0
147,320,192,59450,1,0,0
148,192,192,59795,1,0,0
149,64,192,60140,1,0,0
150,448,192,60312,1,0,0
151,320,192,60485,1,0,0
152,192,192,60829,1,0,0
153,64,192,61174,1,0,0
154,448,192,61174,1,0,0
155,320,192,61347,1,0,0
156,192,192,61519,1,0,0
157,448,192,61691,1,0,0
158,64,192,61864,1,0,0
159,320,192,62209,1,0,0
160,64,192,62381,1,0,0
161,192,192,62553,1,0,0
162,448,192,62898,1,0,0
163,320,192,63071,1,0,0
164,64,192,63243,1,0,0
165,320,192,63588,1,0,0
166,448,192,63760,1,0,0
167,64,192,63933,1,0,0
168,192,192,63933,1,0,0
