,x,y,start,type,hitsound,end
0,64,192,1142,5,0,0
1,448,192,1142,1,0,0
2,320,192,1885,1,0,0
3,192,192,2133,1,0,0
4,64,192,2133,1,0,0
5,64,192,2877,1,0,0
6,320,192,2877,1,0,0
7,192,192,3125,1,0,0
8,320,192,3621,1,0,0
9,64,192,4117,1,0,0
10,192,192,4613,128,0,5108
11,320,192,5108,1,0,0
12,448,192,5108,1,0,0
13,64,192,5604,1,0,0
14,448,192,5976,1,0,0
15,192,192,6100,1,0,0
16,64,192,6100,1,0,0
17,320,192,6596,1,0,0
18,192,192,7092,128,0,7588
19,320,192,7588,128,0,8084
20,64,192,8084,128,0,8580
21,192,192,8580,1,0,0
22,448,192,9075,1,0,0
23,64,192,9075,1,0,0
24,192,192,9571,1,0,0
25,320,192,9571,1,0,0
26,64,192,10067,128,0,10563
27,320,192,10563,1,0,0
28,448,192,10563,1,0,0
29,192,192,11059,1,0,0
30,448,192,11555,1,0,0
31,64,192,11555,1,0,0
32,320,192,12051,128,0,12546
33,64,192,12546,1,0,0
34,448,192,12546,1,0,0
35,192,192,13042,1,0,0
36,64,192,13538,1,0,0
37,320,192,13538,1,0,0
38,448,192,14034,128,0,14530
39,192,192,14530,1,0,0
40,64,192,14530,1,0,0
41,448,192,15026,1,0,0
42,64,192,15150,1,0,0
43,192,192,15150,1,0,0
44,320,192,15522,1,0,0
45,448,192,15522,1,0,0
46,64,192,15770,128,0,16018
47,448,192,16018,128,0,16513
48,320,192,16513,1,0,0
49,64,192,16513,1,0,0
50,192,192,16761,1,0,0
51,448,192,17009,1,0,0
52,64,192,17505,1,0,0
53,192,192,17505,1,0,0
54,320,192,18001,128,0,18497
55,64,192,18497,1,0,0
56,448,192,18497,1,0,0
57,192,192,18993,1,0,0
58,64,192,19489,1,0,0
59,320,192,19489,1,0,0
60,448,192,19984,128,0,20480
61,320,192,20480,1,0,0
62,192,192,20480,1,0,0
63,64,192,20976,1,0,0
64,192,192,21472,1,0,0
65,448,192,21472,1,0,0
66,320,192,21968,128,0,22464
67,64,192,22464,1,0,0
68,448,192,22464,1,0,0
69,192,192,22960,128,0,23951
70,448,192,23951,128,0,24447
71,320,192,23951,1,0,0
72,192,192,24447,1,0,0
73,64,192,24447,1,0,0
74,448,192,24943,1,0,0
75,64,192,24943,1,0,0
76,320,192,25439,1,0,0
77,192,192,25439,1,0,0
78,448,192,25935,128,0,26431
79,64,192,26431,1,0,0
80,320,192,26431,1,0,0
81,192,192,26927,1,0,0
82,448,192,27422,1,0,0
83,64,192,27422,1,0,0
84,320,192,27918,1,0,0
85,64,192,28166,1,0,0
86,192,192,28414,1,0,0
87,448,192,28414,1,0,0
88,320,192,28910,1,0,0
89,64,192,29406,1,0,0
90,192,192,29406,1,0,0
91,448,192,29902,128,0,30398
