,x,y,start,type,hitsound,end
0,64,192,2771,1,0,0
1,448,192,2771,1,0,0
2,192,192,3124,1,0,0
3,448,192,3477,1,0,0
4,320,192,3830,1,0,0
5,64,192,4183,1,0,0
6,448,192,4536,1,0,0
7,192,192,4889,1,0,0
8,320,192,5242,1,0,0
9,64,192,5595,1,0,0
10,448,192,5948,1,0,0
11,320,192,6301,1,0,0
12,192,192,6654,1,0,0
13,64,192,7007,1,0,0
14,448,192,7359,1,0,0
15,192,192,7712,1,0,0
16,320,192,8065,1,0,0
17,64,192,8242,1,0,0
18,448,192,8418,1,0,0
19,192,192,8771,1,0,0
20,320,192,9124,1,0,0
21,64,192,9477,1,0,0
22,448,192,9830,1,0,0
23,64,192,10183,1,0,0
24,320,192,10536,1,0,0
25,192,192,10889,1,0,0
26,64,192,11242,1,0,0
27,448,192,11595,1,0,0
28,192,192,11948,1,0,0
29,320,192,12301,1,0,0
30,64,192,12654,1,0,0
31,320,192,13007,1,0,0
32,192,192,13359,128,0,13712
33,448,192,13712,1,0,0
34,320,192,13889,1,0,0
35,64,192,14065,1,0,0
36,320,192,14418,1,0,0
37,448,192,14771,1,0,0
38,192,192,15124,1,0,0
39,320,192,15477,1,0,0
40,64,192,15830,1,0,0
41,192,192,16183,1,0,0
42,448,192,16536,1,0,0
43,64,192,16889,1,0,0
44,320,192,17242,1,0,0
45,448,192,17595,1,0,0
46,192,192,17948,1,0,0
47,320,192,18301,1,0,0
48,64,192,18654,1,0,0
49,192,192,19007,1,0,0
50,448,192,19359,1,0,0
51,192,192,19536,1,0,0
52,64,192,19712,128,0,21124
53,320,192,19712,1,0,0
54,448,192,20065,1,0,0
55,320,192,20418,1,0,0
56,448,192,20771,1,0,0
57,192,192,21124,1,0,0
58,448,192,21124,128,0,22536
59,64,192,21477,1,0,0
60,192,192,21830,1,0,0
61,64,192,22183,1,0,0
62,64,192,22536,1,0,0
63,64,192,22889,1,0,0
64,448,192,23242,1,0,0
65,448,192,23595,1,0,0
66,192,192,23948,1,0,0
67,320,192,24212,1,0,0
68,192,192,24477,1,0,0
69,448,192,24742,1,0,0
70,64,192,25007,1,0,0
71,192,192,25183,1,0,0
72,320,192,25359,1,0,0
73,448,192,25359,1,0,0
74,64,192,25712,1,0,0
75,192,192,26065,1,0,0
76,448,192,26418,1,0,0
77,320,192,26771,1,0,0
78,192,192,27124,1,0,0
79,448,192,27477,1,0,0
80,64,192,27830,1,0,0
81,192,192,28183,1,0,0
82,448,192,28536,1,0,0
83,64,192,28889,1,0,0
84,320,192,29242,1,0,0
85,192,192,29595,1,0,0
86,64,192,29948,1,0,0
87,448,192,30301,1,0,0
88,320,192,30654,1,0,0
89,192,192,30830,1,0,0
90,64,192,31007,1,0,0
91,448,192,31359,1,0,0
92,192,192,31712,1,0,0
93,448,192,32065,1,0,0
94,320,192,32418,1,0,0
95,64,192,32771,1,0,0
96,448,192,33124,1,0,0
97,64,192,33477,1,0,0
98,320,192,33830,1,0,0
99,192,192,34183,1,0,0
100,320,192,34536,1,0,0
101,64,192,34889,1,0,0
102,448,192,35242,128,0,35595
103,64,192,35948,128,0,36301
104,192,192,35948,1,0,0
105,320,192,36301,1,0,0
106,448,192,36301,128,0,36654
107,192,192,36654,1,0,0
108,320,192,37007,1,0,0
109,64,192,37359,1,0,0
110,448,192,37712,1,0,0
111,320,192,38065,1,0,0
112,192,192,38418,1,0,0
113,448,192,38771,1,0,0
114,64,192,39124,1,0,0
115,192,192,39477,1,0,0
116,448,192,39830,1,0,0
117,64,192,40183,1,0,0
118,320,192,40536,1,0,0
119,192,192,40889,1,0,0
120,64,192,41242,1,0,0
121,448,192,41595,1,0,0
122,320,192,41948,1,0,0
123,64,192,42124,1,0,0
124,192,192,42301,1,0,0
125,448,192,42654,1,0,0
126,64,192,43007,1,0,0
127,320,192,43359,1,0,0
128,192,192,43712,1,0,0
129,448,192,44065,1,0,0
130,64,192,44418,1,0,0
131,320,192,44771,1,0,0
132,192,192,45124,1,0,0
133,64,192,45477,1,0,0
134,320,192,45830,1,0,0
135,448,192,46183,1,0,0
136,320,192,46536,1,0,0
137,320,192,46889,1,0,0
138,192,192,47242,128,0,47595
139,64,192,47595,128,0,47948
140,448,192,47948,128,0,49359
141,192,192,48654,128,0,49359
142,64,192,49359,1,0,0
143,320,192,50065,128,0,50771
144,64,192,50771,128,0,52183
145,320,192,51477,128,0,52183
146,448,192,52183,1,0,0
147,192,192,52889,128,0,53595
148,448,192,53595,128,0,55007
149,320,192,54301,128,0,55007
150,64,192,55007,1,0,0
151,448,192,55712,128,0,56418
152,64,192,56418,128,0,57830
153,192,192,57124,128,0,57830
154,448,192,57830,128,0,59242
155,320,192,58536,128,0,59242
156,64,192,59242,1,0,0
157,192,192,59242,1,0,0
158,192,192,59594,1,0,0
159,448,192,59947,1,0,0
160,64,192,60300,1,0,0
161,320,192,60652,1,0,0
162,448,192,61004,1,0,0
163,192,192,61357,1,0,0
164,320,192,61709,1,0,0
165,192,192,62062,1,0,0
166,64,192,62414,1,0,0
167,320,192,62766,1,0,0
168,192,192,63118,1,0,0
169,448,192,63471,1,0,0
170,320,192,63823,1,0,0
171,192,192,64175,1,0,0
172,448,192,64527,1,0,0
173,320,192,64703,1,0,0
174,192,192,64879,1,0,0
175,64,192,65230,1,0,0
176,320,192,65582,1,0,0
177,192,192,65934,1,0,0
178,448,192,66286,1,0,0
179,64,192,66637,1,0,0
