,x,y,start,type,hitsound,end
0,448,192,485,5,0,0
1,64,192,485,128,0,1519
2,192,192,1519,128,0,3243
3,448,192,3243,128,0,4278
4,320,192,4278,128,0,6002
5,64,192,6002,128,0,7036
6,192,192,7036,128,0,8760
7,448,192,8760,128,0,9795
8,320,192,9795,128,0,11519
9,192,192,11519,1,0,0
10,64,192,11864,1,0,0
11,192,192,11864,1,0,0
12,320,192,12209,1,0,0
13,448,192,12381,1,0,0
14,320,192,12553,1,0,0
15,64,192,12553,1,0,0
16,192,192,12726,1,0,0
17,64,192,12898,1,0,0
18,448,192,13243,1,0,0
19,320,192,13243,1,0,0
20,64,192,13588,1,0,0
21,192,192,13760,1,0,0
22,320,192,13933,1,0,0
23,448,192,13933,1,0,0
24,64,192,14278,1,0,0
25,192,192,14622,1,0,0
26,320,192,14622,1,0,0
27,448,192,14967,1,0,0
28,320,192,15140,1,0,0
29,64,192,15312,1,0,0
30,192,192,15312,1,0,0
31,320,192,15485,1,0,0
32,448,192,15657,1,0,0
33,192,192,16002,1,0,0
34,64,192,16002,1,0,0
35,448,192,16347,1,0,0
36,320,192,16519,1,0,0
37,192,192,16691,1,0,0
38,64,192,16691,1,0,0
39,64,192,17036,1,0,0
40,448,192,17381,1,0,0
41,320,192,17381,1,0,0
42,192,192,17726,1,0,0
43,64,192,17898,1,0,0
44,448,192,18071,1,0,0
45,192,192,18071,1,0,0
46,320,192,18243,1,0,0
47,448,192,18416,1,0,0
48,192,192,18760,1,0,0
49,64,192,18760,1,0,0
50,64,192,19105,1,0,0
51,192,192,19278,1,0,0
52,448,192,19450,1,0,0
53,320,192,19450,1,0,0
54,64,192,19795,1,0,0
55,320,192,20140,1,0,0
56,448,192,20140,1,0,0
57,64,192,20485,1,0,0
58,320,192,20657,1,0,0
59,192,192,20829,1,0,0
60,448,192,20829,1,0,0
61,320,192,21002,1,0,0
62,448,192,21174,1,0,0
63,64,192,21519,1,0,0
64,192,192,21519,1,0,0
65,448,192,21864,1,0,0
66,320,192,22036,1,0,0
67,192,192,22209,1,0,0
68,448,192,22209,1,0,0
69,192,192,22553,1,0,0
70,64,192,22553,1,0,0
71,320,192,22726,128,0,22898
72,192,192,22898,128,0,23071
73,448,192,22898,1,0,0
74,64,192,23071,128,0,23243
75,192,192,23243,128,0,23416
76,320,192,23416,128,0,23588
77,192,192,23588,1,0,0
78,64,192,23588,1,0,0
79,320,192,23760,128,0,23933
80,192,192,23933,128,0,24105
81,448,192,24105,128,0,24278
82,320,192,24278,128,0,24450
83,64,192,24278,1,0,0
84,192,192,24450,128,0,24622
